EmployeeID,GradeID,BasicSalary,Allowance,Tax,NetSalary
EMP000109,SG03,256663.0,51332.600000000006,20533.04,287462.56
EMP000110,SG02,-247713.0,49542.600000000006,19817.04,277438.56
EMP000111,SG03,331006.0,66201.2,26480.48,370726.72
EMP000112,SG03,376142.0,75228.40000000001,30091.36,421279.04
EMP000113,SG03,266454.0,53290.8,21316.32,298428.48
EMP000114,SG06,1341008.0,268201.60000000003,107280.64,1501928.9600000002
EMP000115,SG06,1054856.0,210971.2,84388.48,1181438.72
EMP000116,SG06,1276654.0,255330.8,102132.32,1429852.48
EMP000117,,204989.0,40997.8,16399.12,229587.68
EMP000118,SG08,2319087.0,463817.4,185526.96,2597377.44
EMP000119,SG03,257586.0,51517.2,20606.88,288496.32
EMP000120,SG02,202645.0,40529.0,16211.6,226962.4
EMP000121,SG01,169784.0,33956.8,13582.72,190158.08
EMP000122,SG04,577240.0,115448.0,46179.2,646508.8
EMP000123,SG06,1032553.0,206510.6,82604.24,1156459.36
EMP000124,SG02,,39083.6,15633.44,218868.16
EMP000125,SG01,135639.0,27127.800000000003,10851.12,151915.68
EMP000126,SG06,1093463.0,218692.6,87477.04000000001,1224678.56
EMP000127,SG04,535746.0,107149.2,42859.68,600035.5199999999
EMP000128,SG04,558494.0,111698.8,-10000.0,625513.28
EMP000129,SG04,618254.0,123650.8,49460.32,692444.4800000001
EMP000130,SG04,416223.0,83244.6,33297.840000000004,466169.76
EMP000131,SG03,310066.0,62013.2,24805.28,347273.92000000004
EMP000132,SG04,506583.0,101316.6,40526.64,567372.96
EMP000133,SG03,335260.0,67052.0,26820.8,375491.2
EMP000134,SG03,337964.0,67592.8,27037.12,378519.68
EMP000135,SG03,309144.0,61828.8,24731.52,346241.28
EMP000136,SG05,,176637.0,70654.8,989167.2
EMP000137,SG06,992253.0,198450.6,79380.24,1111323.36
EMP000138,SG03,335066.0,67013.2,26805.28,375273.92
EMP000139,SG03,254170.0,50834.0,20333.6,284670.4
EMP000140,,329223.0,65844.6,26337.84,368729.76
EMP000141,SG02,198316.0,39663.2,15865.28,222113.92
EMP000142,SG08,2491234.0,498246.8000000001,199298.72,2790182.08
EMP000143,SG03,331194.0,66238.8,26495.52,370937.28
EMP000144,SG08,2789951.0,557990.2000000001,223196.08,3124745.12
EMP000145,SG04,465748.0,93149.6,37259.84,521637.76
EMP000146,SG06,1344702.0,268940.4,107576.16,1506066.24
EMP000147,SG01,170168.0,34033.6,13613.44,190588.16
EMP000148,SG03,262723.0,52544.600000000006,21017.84,294249.75999999995
EMP000149,SG06,1004514.0,200902.8,80361.12,1125055.6800000002
EMP000150,SG03,317101.0,63420.2,25368.08,355153.12
EMP000151,SG06,,269138.8,107655.52,1507177.28
EMP000152,SG03,351675.0,70335.0,28134.0,393876.0
EMP000153,SG04,502479.0,100495.8,40198.32,562776.4800000001
EMP000154,SG06,1481911.0,296382.2,118552.88,1659740.3199999998
EMP000155,SG03,294922.0,58984.4,-10000.0,330312.64
EMP000156,SG06,1315997.0,263199.4,105279.76,1473916.64
EMP000157,SG05,696080.0,139216.0,55686.4,779609.6
EMP000158,SG03,283798.0,56759.600000000006,22703.84,317853.75999999995
EMP000159,SG03,299196.0,59839.2,23935.68,335099.52
EMP000160,SG06,907920.0,181584.0,72633.6,1016870.4
EMP000161,SG04,478915.0,95783.0,38313.2,536384.8
EMP000162,SG03,262962.0,52592.4,21036.96,294517.44
EMP000163,SG03,318124.0,63624.8,25449.92,356298.88
EMP000164,SG03,324150.0,64830.0,25932.0,363048.0
EMP000165,SG05,711668.0,142333.6,56933.44,797068.1599999999
EMP000166,SG03,314076.0,62815.2,25126.08,351765.12
EMP000167,SG02,223158.0,44631.600000000006,17852.64,249936.96
EMP000168,SG03,346997.0,69399.40000000001,27759.76,388636.64
EMP000169,SG03,327506.0,65501.2,26200.48,366806.72
EMP000170,SG06,1214006.0,242801.2,97120.48,1359686.72
EMP000171,SG04,523397.0,104679.4,41871.76,586204.64
EMP000172,SG01,148398.0,29679.6,11871.84,166205.76
EMP000173,SG04,648207.0,129641.4,51856.56,725991.8400000001
EMP000174,SG03,333447.0,66689.40000000001,26675.76,373460.64
EMP000175,SG06,1226565.0,245313.0,98125.2,1373752.8
EMP000176,SG03,312531.0,62506.2,25002.48,350034.72000000003
EMP000177,SG06,1261345.0,252269.0,100907.6,1412706.4
EMP000178,SG03,358013.0,71602.6,28641.04,400974.56
EMP000179,SG04,528987.0,105797.4,42318.96,592465.4400000001
EMP000180,SG02,207665.0,41533.0,16613.2,232584.8
EMP000181,SG04,486523.0,97304.6,38921.84,544905.76
EMP000182,SG04,587544.0,117508.8,47003.52,658049.28
EMP000183,SG03,300531.0,60106.2,24042.48,336594.72000000003
EMP000184,SG08,3076701.0,615340.2000000001,246136.08,3445905.12
EMP000185,SG02,-232376.0,46475.2,18590.08,260261.12
EMP000186,SG06,1328128.0,265625.60000000003,106250.24,1487503.36
EMP000187,SG06,1302237.0,260447.4,104178.96,1458505.44
EMP000188,SG03,-384539.0,76907.8,30763.12,430683.68
EMP000189,SG02,189681.0,37936.2,15174.48,212442.72
EMP000190,SG03,292203.0,58440.600000000006,23376.24,327267.36
EMP000191,SG02,183617.0,36723.4,14689.36,205651.04
EMP000192,SG03,285411.0,57082.2,22832.88,319660.32
EMP000193,,376457.0,75291.40000000001,30116.56,421631.84
EMP000194,SG02,229328.0,45865.600000000006,18346.24,256847.36
EMP000195,SG04,404895.0,80979.0,32391.6,453482.4
EMP000196,SG03,325748.0,65149.600000000006,26059.84,364837.76
EMP000197,SG06,1335631.0,267126.2,106850.48,1495906.72
EMP000198,SG06,1299261.0,259852.2,103940.88,1455172.3199999998
EMP000199,SG02,184918.0,36983.6,14793.44,207108.16
EMP000200,,2958945.0,591789.0,236715.6,3314018.4
EMP000201,SG06,996622.0,199324.4,79729.76,1116216.64
EMP000202,SG03,282832.0,56566.4,22626.56,316771.84
EMP000203,SG05,842286.0,168457.2,67382.88,943360.32
EMP000204,SG03,393146.0,78629.2,31451.68,440323.52
EMP000205,SG03,270750.0,54150.0,21660.0,303240.0
EMP000206,SG05,777719.0,155543.80000000002,62217.52,871045.28
EMP000207,SG03,268701.0,53740.2,21496.08,300945.12
EMP000208,SG03,338914.0,67782.8,27113.12,379583.68
EMP000209,SG04,619461.0,123892.2,49556.880000000005,693796.32
EMP000210,SG06,985344.0,197068.8,78827.52,1103585.28
EMP000211,SG04,574860.0,114972.0,45988.8,643843.2
EMP000212,SG04,466127.0,93225.4,37290.16,522062.24
EMP000213,SG06,1401564.0,280312.8,-10000.0,1569751.6800000002
EMP000214,SG02,245630.0,49126.0,19650.4,275105.6
EMP000215,SG08,2247190.0,449438.0,179775.2,2516852.8
EMP000216,SG02,219037.0,43807.4,17522.96,245321.44000000003
EMP000217,SG04,495077.0,99015.4,39606.16,554486.24
EMP000218,SG04,605934.0,121186.8,48474.72,678646.0800000001
EMP000219,SG03,250237.0,50047.4,20018.96,280265.44
EMP000220,SG03,253146.0,50629.2,20251.68,283523.52
EMP000221,SG03,252056.0,50411.2,20164.48,282302.72000000003
EMP000222,SG07,2190850.0,438170.0,175268.0,2453752.0
EMP000223,SG03,368965.0,73793.0,29517.2,413240.8
EMP000224,SG03,,62508.600000000006,25003.44,350048.16
EMP000225,SG03,398350.0,79670.0,31868.0,446152.0
EMP000226,SG01,177032.0,35406.4,14162.56,198275.84
EMP000227,SG05,680062.0,136012.4,54404.96,761669.4400000001
EMP000228,SG01,130089.0,26017.800000000003,10407.12,145699.68
EMP000229,SG03,260080.0,52016.0,20806.4,291289.6
EMP000230,SG08,3089406.0,617881.2000000001,247152.48,3460134.72
EMP000231,SG03,275006.0,55001.2,22000.48,308006.72000000003
EMP000232,SG02,224999.0,44999.8,17999.920000000002,251998.88
EMP000233,SG03,380652.0,76130.40000000001,30452.16,426330.2400000001
EMP000234,SG06,1012089.0,202417.8,80967.12,1133539.6800000002
EMP000235,SG02,213163.0,42632.600000000006,17053.04,238742.56
EMP000236,SG03,374506.0,74901.2,29960.48,419446.72
EMP000237,SG02,211906.0,42381.2,16952.48,237334.72
EMP000238,SG03,370411.0,74082.2,29632.88,414860.32
EMP000239,SG03,360049.0,72009.8,28803.92,403254.88
EMP000240,SG04,509406.0,101881.2,40752.48,570534.72
EMP000241,SG04,587371.0,117474.2,46989.68,657855.5199999999
EMP000242,SG01,147715.0,29543.0,11817.2,165440.8
EMP000243,SG02,214457.0,42891.4,17156.56,240191.84
EMP000244,SG03,306276.0,61255.2,24502.08,343029.12
EMP000245,SG03,345687.0,69137.40000000001,27654.96,387169.44
EMP000246,SG01,134062.0,26812.4,10724.96,150149.44
EMP000247,SG04,,104284.6,41713.84,583993.76
EMP000248,SG06,1081384.0,216276.8,86510.72,1211150.08
EMP000249,SG06,1232325.0,246465.0,98586.0,1380204.0
EMP000250,SG06,1042101.0,208420.2,83368.08,1167153.12
EMP000251,SG05,707947.0,141589.4,56635.76,792900.64
EMP000252,SG02,213407.0,42681.4,17072.56,239015.84
EMP000253,SG05,652293.0,130458.6,-10000.0,730568.1599999999
EMP000254,SG03,335096.0,67019.2,26807.68,375307.52
EMP000255,SG05,872543.0,174508.6,69803.44,977248.16
EMP000256,SG03,397205.0,79441.0,31776.4,444869.6
EMP000257,SG06,963858.0,192771.6,77108.64,1079520.9600000002
EMP000258,SG03,,71543.8,28617.52,400645.28
EMP000259,SG03,378075.0,75615.0,30246.0,423444.0
EMP000260,SG06,1004450.0,200890.0,80356.0,1124984.0
EMP000261,SG04,602160.0,120432.0,48172.8,674419.2
EMP000262,SG01,142691.0,28538.2,11415.28,159813.92
EMP000263,SG05,675223.0,135044.6,54017.84,756249.76
EMP000264,SG03,382316.0,76463.2,30585.28,428193.92
EMP000265,SG03,348263.0,69652.6,27861.04,390054.56
EMP000266,SG04,589393.0,117878.6,47151.44,660120.1599999999
EMP000267,SG03,374301.0,74860.2,29944.08,419217.12
EMP000268,SG02,183186.0,36637.2,14654.88,205168.32
EMP000269,SG04,438980.0,87796.0,35118.4,491657.6
EMP000270,SG06,1479105.0,295821.0,118328.4,1656597.6
EMP000271,SG08,3024524.0,604904.8,241961.92,3387466.88
EMP000272,SG03,352143.0,70428.6,28171.44,394400.16
EMP000273,SG02,240012.0,48002.4,19200.96,268813.44
EMP000274,SG03,-383651.0,76730.2,30692.08,429689.12
EMP000275,SG06,,195550.8,78220.32,1095084.48
EMP000276,SG01,122089.0,24417.800000000003,9767.12,136739.68
EMP000277,SG04,567941.0,113588.2,45435.28,636093.9199999999
EMP000278,SG04,411414.0,82282.8,32913.12,460783.68
EMP000279,SG01,176207.0,35241.4,14096.56,197351.84
EMP000280,SG04,583972.0,116794.4,46717.76,654048.64
EMP000281,SG03,287531.0,57506.2,23002.48,322034.72000000003
EMP000282,SG03,363781.0,72756.2,29102.48,407434.72
EMP000283,SG03,307103.0,61420.600000000006,24568.24,343955.36
EMP000284,SG01,170991.0,34198.200000000004,13679.28,191509.92
EMP000285,SG06,1258656.0,251731.2,100692.48,1409694.72
EMP000286,SG06,1364964.0,272992.8,109197.12,1528759.6800000002
EMP000287,SG03,263016.0,52603.2,21041.28,294577.92000000004
EMP000288,SG06,1324829.0,264965.8,105986.32,1483808.48
EMP000289,SG03,271779.0,54355.8,21742.32,304392.48
EMP000290,SG06,1132241.0,226448.2,90579.28,1268109.92
EMP000291,SG08,2707256.0,541451.2000000001,216580.48,3032126.72
EMP000292,SG03,301640.0,60328.0,24131.2,337836.8
EMP000293,SG03,399418.0,79883.6,31953.44,447348.16
EMP000294,SG06,942081.0,188416.2,75366.48,1055130.72
EMP000295,SG02,246628.0,49325.600000000006,19730.24,276223.36
EMP000296,SG05,876070.0,175214.0,70085.6,981198.4
EMP000297,SG04,569793.0,113958.6,45583.44,638168.1599999999
EMP000298,SG03,354308.0,70861.6,28344.64,396824.96
EMP000299,SG03,379295.0,75859.0,30343.6,424810.4
EMP000300,SG05,674078.0,134815.6,53926.24,754967.36
EMP000301,SG08,2651380.0,530276.0,212110.4,2969545.6
EMP000302,SG03,259240.0,51848.0,20739.2,290348.8
EMP000303,SG04,572687.0,114537.4,45814.96,641409.4400000001
EMP000304,SG06,1159457.0,231891.4,92756.56,1298591.84
EMP000305,SG05,778773.0,155754.6,62301.84,872225.76
EMP000306,SG02,227041.0,45408.2,18163.28,254285.92
EMP000307,SG03,254249.0,50849.8,20339.92,284758.88
EMP000308,SG01,166503.0,33300.6,13320.24,186483.36
EMP000309,SG02,243243.0,48648.600000000006,19459.44,272432.16
EMP000310,SG04,465519.0,93103.8,37241.52,521381.28
EMP000311,SG06,1299568.0,259913.6,103965.44,1455516.16
EMP000312,SG03,250966.0,50193.2,20077.28,281081.92000000004
EMP000313,SG04,428713.0,85742.6,34297.04,480158.56
EMP000314,SG03,319201.0,63840.2,25536.08,357505.12
EMP000315,SG03,288377.0,57675.4,23070.16,322982.24000000005
EMP000316,SG01,130505.0,26101.0,10440.4,146165.6
EMP000317,SG03,377058.0,75411.6,30164.64,422304.96
EMP000318,SG03,332524.0,66504.8,26601.92,372426.88
EMP000319,SG03,366642.0,73328.40000000001,29331.36,410639.04
EMP000320,SG02,234284.0,46856.8,18742.72,262398.08
EMP000321,SG03,333902.0,66780.40000000001,26712.16,373970.2400000001
EMP000322,SG04,454305.0,90861.0,36344.4,508821.6
EMP000323,SG06,1315712.0,263142.4,-10000.0,1473597.44
EMP000324,SG04,567825.0,113565.0,45426.0,635964.0
EMP000325,SG03,,55175.4,22070.16,308982.24000000005
EMP000326,SG06,1291912.0,258382.4,103352.96,1446941.44
EMP000327,SG04,412717.0,82543.40000000001,33017.36,462243.04
EMP000328,SG06,1104374.0,220874.8,88349.92,1236898.88
EMP000329,SG04,473582.0,94716.4,37886.56,530411.8400000001
EMP000330,SG02,228008.0,45601.600000000006,18240.64,255368.96
EMP000331,SG01,123109.0,24621.800000000003,9848.72,137882.08
EMP000332,SG03,328289.0,65657.8,26263.12,367683.68
EMP000333,SG06,1179384.0,235876.8,94350.72,1320910.08
EMP000334,SG06,1154863.0,230972.6,92389.04,1293446.56
EMP000335,SG08,2839509.0,567901.8,227160.72,3180250.08
EMP000336,SG06,1087611.0,217522.2,87008.88,1218124.3199999998
EMP000337,SG01,161853.0,32370.6,12948.24,181275.36
EMP000338,SG02,237768.0,47553.600000000006,19021.44,266300.16
EMP000339,SG05,893169.0,178633.80000000002,71453.52,1000349.28
EMP000340,SG06,1219525.0,243905.0,97562.0,1365868.0
EMP000341,SG03,319458.0,63891.600000000006,25556.64,357792.96
EMP000342,SG01,169641.0,33928.200000000004,13571.28,189997.92
EMP000343,SG03,376713.0,75342.6,30137.04,421918.56
EMP000344,SG08,-2980567.0,596113.4,238445.36,3338235.04
EMP000345,SG03,312565.0,62513.0,25005.2,350072.8
EMP000346,SG01,144127.0,28825.4,11530.16,161422.24
EMP000347,SG03,365026.0,73005.2,29202.08,408829.12
EMP000348,SG06,1072442.0,214488.4,85795.36,1201135.0399999998
EMP000349,SG03,305321.0,61064.2,24425.68,341959.52
EMP000350,SG06,1411394.0,282278.8,112911.52,1580761.28
EMP000351,SG06,1216427.0,243285.4,97314.16,1362398.24
EMP000352,SG05,661762.0,132352.4,52940.96,741173.4400000001
EMP000353,SG03,273022.0,54604.4,21841.76,305784.64
EMP000354,SG03,263838.0,52767.600000000006,21107.04,295498.56
EMP000355,SG03,299223.0,59844.600000000006,23937.84,335129.75999999995
EMP000356,SG05,787876.0,157575.2,63030.08,882421.12
EMP000357,SG03,354963.0,70992.6,28397.04,397558.56
EMP000358,SG06,1028125.0,205625.0,82250.0,1151500.0
EMP000359,SG03,339506.0,67901.2,27160.48,380246.72
EMP000360,SG01,141206.0,28241.2,11296.48,158150.72
EMP000361,SG03,308618.0,61723.600000000006,24689.44,345652.16
EMP000362,SG06,1366260.0,273252.0,109300.8,1530211.2
EMP000363,SG06,1080896.0,216179.2,86471.68000000001,1210603.52
EMP000364,SG06,1470725.0,294145.0,117658.0,1647212.0
EMP000365,SG02,235548.0,47109.600000000006,18843.84,263813.75999999995
EMP000366,SG03,,52232.4,20892.96,292501.44
EMP000367,SG03,263525.0,52705.0,21082.0,295148.0
EMP000368,SG02,235156.0,47031.2,18812.48,263374.72000000003
EMP000369,SG05,898523.0,179704.6,71881.84,1006345.76
EMP000370,SG04,502356.0,100471.2,40188.48,562638.72
EMP000371,SG03,279747.0,55949.4,22379.76,313316.64
EMP000372,SG02,-185107.0,37021.4,14808.56,207319.84
EMP000373,SG05,843679.0,168735.80000000002,67494.32,944920.48
EMP000374,SG06,1200447.0,240089.4,96035.76,1344500.64
EMP000375,SG03,381482.0,76296.40000000001,30518.56,427259.84
EMP000376,SG04,492773.0,98554.6,39421.84,551905.76
EMP000377,SG06,,195476.4,78190.56,1094667.84
EMP000378,SG03,344904.0,68980.8,27592.32,386292.48
EMP000379,SG07,1725741.0,345148.2,138059.28,1932829.92
EMP000380,SG06,1181203.0,236240.6,94496.24,1322947.36
EMP000381,SG03,338156.0,67631.2,-10000.0,378734.72
EMP000382,SG04,565314.0,113062.8,45225.12,633151.68
EMP000383,SG03,277083.0,55416.600000000006,22166.64,310332.96
EMP000384,SG03,385889.0,77177.8,30871.12,432195.68
EMP000385,SG06,1394691.0,278938.2,111575.28,1562053.92
EMP000386,SG06,1383343.0,276668.60000000003,110667.44,1549344.16
EMP000387,SG06,1012617.0,202523.4,81009.36,1134131.0399999998
EMP000388,SG02,,36445.2,14578.08,204093.12
EMP000389,SG02,216037.0,43207.4,17282.96,241961.44
EMP000390,SG05,718181.0,143636.2,57454.48,804362.72
EMP000391,,318264.0,63652.8,-10000.0,356455.68
EMP000392,SG06,1237070.0,247414.0,98965.6,1385518.4
EMP000393,SG04,539415.0,107883.0,43153.2,604144.8
EMP000394,SG03,268463.0,53692.600000000006,21477.04,300678.56
EMP000395,SG03,328023.0,65604.6,26241.84,367385.76
EMP000396,,1237119.0,247423.8,98969.52,1385573.28
EMP000397,SG03,,77707.6,31083.04,435162.56
EMP000398,SG03,253247.0,50649.4,20259.76,283636.64
EMP000399,SG03,379095.0,75819.0,30327.6,424586.4
EMP000400,SG03,399492.0,79898.40000000001,31959.36,447431.04
EMP000401,,1278373.0,255674.6,102269.84,1431777.76
EMP000402,SG01,143178.0,28635.6,11454.24,160359.36000000002
EMP000403,SG05,687386.0,137477.2,54990.880000000005,769872.32
EMP000404,SG02,204495.0,40899.0,16359.6,229034.4
EMP000405,SG06,1407301.0,281460.2,112584.08,1576177.12
EMP000406,SG02,244001.0,48800.2,19520.08,273281.12
EMP000407,SG03,271806.0,54361.2,21744.48,304422.72000000003
EMP000408,SG02,206793.0,41358.600000000006,16543.44,231608.16
EMP000409,SG08,2838188.0,567637.6,227055.04,3178770.56
EMP000410,SG06,,229054.6,91621.84,1282705.76
EMP000411,SG03,311962.0,62392.4,24956.96,349397.44
EMP000412,SG06,1333574.0,266714.8,106685.92,1493602.88
EMP000413,SG06,974205.0,194841.0,77936.40000000001,1091109.6
EMP000414,SG03,272783.0,54556.600000000006,21822.64,305516.96
EMP000415,SG06,1461890.0,292378.0,116951.2,1637316.8
EMP000416,SG04,611049.0,122209.8,48883.92,684374.88
EMP000417,SG08,2394861.0,478972.2,191588.88,2682244.3200000003
EMP000418,SG06,1054360.0,210872.0,84348.8,1180883.2
EMP000419,SG06,986051.0,197210.2,78884.08,1104377.12
EMP000420,SG06,1085692.0,217138.4,86855.36,1215975.0399999998
EMP000421,SG06,906150.0,181230.0,72492.0,1014888.0
EMP000422,SG03,,54140.0,21656.0,303184.0
EMP000423,SG06,1226525.0,245305.0,98122.0,1373708.0
EMP000424,SG03,265619.0,53123.8,21249.52,297493.28
EMP000425,SG03,355406.0,71081.2,28432.48,398054.72
EMP000426,SG04,431286.0,86257.20000000001,34502.88,483040.32
EMP000427,SG03,251921.0,50384.2,20153.68,282151.52
EMP000428,SG03,283191.0,56638.2,22655.28,317173.92000000004
EMP000429,SG03,326176.0,65235.2,26094.08,365317.12
EMP000430,SG06,950634.0,190126.8,76050.72,1064710.08
EMP000431,SG02,226076.0,45215.2,18086.08,253205.12
EMP000432,SG03,278857.0,55771.4,22308.56,312319.84
EMP000433,SG06,941932.0,188386.4,75354.56,1054963.84
EMP000434,SG03,293735.0,58747.0,23498.8,328983.2
EMP000435,SG01,159101.0,31820.2,12728.08,178193.12000000002
EMP000436,SG06,1343519.0,268703.8,107481.52,1504741.28
EMP000437,SG06,1475579.0,295115.8,118046.32,1652648.48
EMP000438,SG06,1059432.0,211886.4,84754.56,1186563.84
EMP000439,SG06,1045884.0,209176.8,83670.72,1171390.08
EMP000440,SG03,279633.0,55926.600000000006,-10000.0,313188.96
EMP000441,SG04,462933.0,92586.6,37034.64,518484.96
EMP000442,SG08,2541505.0,508301.0,203320.4,2846485.6
EMP000443,,1072388.0,214477.6,85791.04000000001,1201074.56
EMP000444,,370917.0,74183.40000000001,29673.36,415427.04
EMP000445,SG03,-356346.0,71269.2,28507.68,399107.52
